noop,registration-minimal,registration-mappings,deregistration-minimal,deregistration-mappings,fork-simple,fork-fastcall,vfork-simple,vfork-fastcall
21,1076,3071,5110,6517,42395,48227,10903,10119
21,1072,2755,5076,6415,44136,47094,10352,9631
21,1335,3113,5027,6276,44314,46835,9777,12485
21,1070,2808,4961,6807,45879,50162,10382,9849
22,1097,2805,5032,6478,42530,47313,10524,9988
20,1115,3179,5340,6320,42902,47709,9885,13335
20,1075,2773,5208,6710,48334,51093,10025,11685
22,1070,2744,4982,6283,42838,48246,10317,10218
20,1074,3152,5101,6446,42712,48149,10081,10146
21,1130,2756,5129,6473,42245,128732,10311,9443
20,1398,3063,4954,6348,47111,48453,10104,15840
20,1084,2871,5626,6629,43575,47441,13371,9706
21,1073,2782,5108,6263,42434,51590,10600,9839
20,1065,3069,5102,6668,46068,47726,10232,9756
21,1087,2813,5044,6339,44209,47441,10006,12639
21,1077,2785,4935,6387,43546,47478,10128,9915
21,1081,3112,5270,6828,42735,50398,10540,10289
20,1073,2837,5039,6340,45682,47182,10489,9401
21,1367,3121,5000,6391,45132,46701,10050,13905
21,1069,2809,4927,6457,43204,50088,10502,11671
22,1131,2885,5149,6599,48042,46998,10030,10126
21,1069,3058,5299,6448,42593,47865,10045,10003
21,1072,2901,5329,6377,44163,51253,10686,12846
21,1089,2807,4969,6579,42529,47655,10235,9962
20,1073,3039,4946,6512,46794,48029,10596,9787
21,1072,2832,4901,6525,43503,47783,10734,9718
22,1352,3121,5143,6457,44709,50505,10820,17415
21,1081,2745,5353,6351,44868,48332,13812,9688
21,1082,2863,5145,6260,43549,47562,10974,9537
21,1069,3062,5078,6413,44219,49816,10644,9966
21,1144,2747,5022,6301,43916,48136,11047,13816
21,1077,2887,4890,6472,46512,47481,10669,9668
21,1069,2967,5045,6674,43278,49654,10807,9865
21,1070,2829,4966,6414,42077,47916,10000,11913
20,1379,3163,5433,6385,46261,47951,10756,13487
22,1062,2810,5328,6357,42854,47098,10022,10186
21,1066,2749,4999,6519,42735,50906,10336,10039
22,1077,3098,4921,6835,42602,47488,10196,10447
21,1069,2794,4927,6432,47401,47628,9897,13594
22,1067,2772,4976,6337,42884,50998,10344,9469
20,1079,3027,5085,6731,42165,48937,10253,10033
20,1121,2783,5155,6443,44994,47207,10290,13353
21,1393,3073,4972,6307,42020,50373,10477,11723
20,1074,2877,5070,6458,43192,47288,13923,9570
20,1069,2827,5485,6302,43872,47558,10390,9691
21,1069,3081,5304,6410,44966,47441,10161,9657
20,1074,2853,4994,6361,42442,49999,10280,13263
20,1074,2816,5064,6481,42341,46086,10569,11560
21,1070,3069,5004,6302,45846,47166,9949,9829
21,1077,2850,4958,6733,43792,49995,11181,9808
20,1370,3081,5307,6651,43493,47733,10516,13283
22,1077,2774,5010,6291,42498,47550,10372,9671
22,1133,2862,5362,6408,46370,51377,10795,9502
22,1071,3107,5422,6248,43141,48206,10628,9902
22,1084,2668,5053,6785,43224,48061,10684,12650
20,1082,2850,5083,6490,46202,50680,10623,9648
21,1080,3079,4898,6263,42513,47758,10387,10102
20,1083,2765,5360,6442,42103,47960,10789,12648
20,1378,3131,4949,6352,42253,47729,13965,12358
20,1061,2759,5067,6288,46008,50400,10336,9731
20,1071,2782,5133,6433,43134,47557,10389,9503
20,1073,3151,5173,6285,43183,47745,10795,11928
20,1137,2805,5282,6334,45936,50087,10122,12020
21,1075,2892,4903,6330,42500,48395,10574,9690
21,1074,3061,5200,6354,43521,47250,11569,10431
21,1084,2792,4894,6519,42884,50554,10664,10515
22,1367,3152,5149,6462,45191,47426,10378,12894
21,1067,2781,4956,6471,42952,47552,10498,12776
21,1078,2775,4953,6978,43859,47512,11051,10112
21,1067,3130,5093,6266,46565,50581,10628,10289
21,1074,2790,4961,6722,43250,48075,10225,12835
21,1073,2787,5024,6479,42450,47967,10381,9729
21,1076,3143,5336,6778,43335,51667,10111,13197
20,1128,2812,5124,6731,45628,47936,10931,9730
21,1370,3078,4948,6675,41978,46865,13895,13115
22,1070,2851,4909,6303,42781,51541,10274,12256
20,1066,2757,5113,6415,46925,47317,11161,9846
20,1068,3052,5102,6686,42635,47483,10116,9921
21,1069,2878,5214,6631,43503,49903,10552,12668
22,1070,2775,4947,6788,42136,50372,9907,9623
21,1088,3035,5037,6501,47104,46802,10391,10228
21,1080,2894,5018,6440,43002,47917,10511,10006
22,1366,3050,4994,6333,42297,52693,10731,12506
21,1073,2772,5100,6476,45267,47390,10418,9570
22,1120,2901,5359,6908,42946,47985,10700,9341
21,1079,3082,5312,6353,42379,50140,10194,9706
20,1075,2760,5000,6448,42318,51371,9783,12651
20,1070,2842,5180,6373,45823,48519,10242,9692
22,1067,3052,5113,6335,43337,51254,10509,15718
20,1068,2824,5319,6694,42500,47983,9991,11953
20,1381,3178,5056,6413,45443,49948,16209,12984
20,1069,2793,4972,6736,43495,47352,10269,9554
22,1075,2768,5621,6558,43342,50833,10432,9589
21,1110,3144,5016,6471,42912,48150,9939,9372
22,1139,2783,5021,6728,45949,49365,11828,12773
22,1073,2879,5026,6390,42584,50423,9868,10000
21,1075,3130,5127,6404,42813,47748,11170,9912
21,1072,2654,5069,6406,45698,48526,10034,9895
21,1367,3186,4966,6677,42864,50146,13816,13399
22,1076,2792,5200,6240,42783,47570,9535,9736
21,1076,2764,4927,6629,42922,47729,10346,9830
21,1075,3141,5168,6283,45025,47576,9932,10265
21,1075,2768,4946,6427,42975,51401,12692,12427
20,1079,2645,5268,6501,43558,47680,10182,11243
21,1078,3160,4937,6749,45453,46564,11506,13075
21,1129,2747,5033,6288,42162,51032,13116,9705
21,1379,3120,4977,6412,42932,47291,12929,14295
21,1095,2749,4912,6419,42214,46476,9740,9455
21,1079,2815,4940,6509,46779,50649,10096,9471
21,1078,3030,5053,6483,42228,46956,9868,10129
21,1096,2830,5003,6579,43208,46978,11562,13985
22,1078,2786,4939,6394,45603,46759,10126,10118
22,1077,3059,5016,6289,42477,50548,10227,10167
21,1070,2868,5021,6489,42061,47514,9878,9619
21,1399,3065,4983,6569,42177,48569,12827,12466
21,1080,2782,5100,6723,47080,50877,9989,9805
21,1130,2736,4941,6284,43586,47515,10166,14705
21,1072,3131,5180,6803,42703,47700,10129,11682
21,1074,2769,5143,6651,45097,53038,14572,14703
22,1075,2826,5197,6248,44075,48908,10036,12688
21,1099,3135,5479,6791,42858,48066,9910,10023
22,1067,2819,4975,6717,42907,47762,13649,9497
21,1347,3165,5377,6638,45539,50494,12691,12804
22,1079,2761,5057,6869,44501,47565,10140,9475
20,1070,2838,4958,6628,43460,47188,10388,9862
21,1070,3165,5007,6313,45858,51111,9986,9981
21,1148,2751,5065,6327,43757,48993,13061,13038
21,1079,2778,4931,6591,42388,47293,10399,9940
21,1085,3107,5012,6270,46658,50566,10552,9961
21,1084,2797,5341,6318,42803,48044,9645,9780
22,1367,3083,5052,6315,42766,47627,12120,12206
21,1067,2870,4958,6630,42625,46983,10050,11750
20,1067,2789,5115,6596,46030,51351,11832,9554
21,1067,3053,4950,6251,42183,47651,10445,10079
20,1110,2866,5047,6372,42936,48086,12136,12944
20,1079,2799,5120,6564,46025,50718,9514,13332
20,1073,3112,5012,6328,42094,47640,13254,9977
22,1128,2861,5093,6439,42644,47240,10075,9892
21,1382,3122,4997,6409,43503,51666,13040,14473
21,1074,2841,4987,6144,46113,46561,9697,9908
21,1068,2755,4955,6291,42527,49189,10004,9690
21,1072,3092,5220,6253,43073,52159,9721,9680
20,1079,2858,5100,6417,45316,47304,13264,13884
21,1074,2798,5095,6634,43112,46903,9544,9638
21,1113,3074,5137,6297,42873,48327,15030,14285
21,1077,2889,4927,6287,42659,52914,10834,12066
21,1362,3078,4985,6408,46603,47585,12298,11958
21,1073,2790,5253,6576,43169,47962,10159,9443
22,1131,2909,4921,6473,43407,50913,10587,9669
21,1064,3101,5054,7189,46466,49132,10304,9902
20,1083,2782,4969,6291,42545,48500,10241,13929
22,1071,2830,4954,6535,43005,51580,10828,12876
22,1082,3106,5081,6268,42294,47028,13887,10068
22,1078,2781,5102,6268,45987,49541,9972,9731
20,1358,3134,4976,6280,43580,47076,10735,13253
21,1079,2791,5099,6307,42605,49788,10668,9849
20,1075,2778,5066,6650,46847,47902,10556,9583
21,1073,3189,5315,6747,42286,48886,11203,9428
20,1137,2754,5260,6305,43023,50609,10370,13695
21,1074,2799,5239,6739,42794,47621,10948,12529
21,1069,3176,5452,6456,47038,47763,13416,10011
22,1074,2816,5307,6321,42484,51127,10277,9732
21,1383,3070,4984,6434,42617,50255,10746,13855
21,1064,2824,5304,6781,45636,47919,10420,9785
21,1074,2772,5282,6515,44395,47266,10472,9915
21,1061,3013,5147,6354,42604,52394,10760,10269
21,1073,2837,5058,6475,43683,47282,10304,15899
20,1079,2804,4971,6566,45225,47825,10726,9608
21,1069,3066,5206,6718,44585,50924,13515,9951
22,1127,2818,5028,6275,42694,49508,10362,9920
20,1355,3096,4933,6463,45914,46143,10244,13123
20,1117,2847,4988,6788,42982,50411,10314,9505
21,1074,2805,5044,6338,45285,46991,10838,12877
22,1074,3104,5198,6268,42131,49024,10473,11755
20,1077,2879,5197,6696,45752,49779,15910,13451
21,1079,2827,5366,6262,41753,50852,10029,9643
21,1075,3076,5269,6628,44999,47330,10071,9673
20,1067,2875,5060,6788,45411,49832,9492,9600
20,1350,3056,5104,6843,42482,51660,15615,13120
21,1069,2787,5294,6721,42555,47214,9566,10049
20,1123,2841,4942,6273,44781,48303,10206,9662
20,1085,3090,5332,6303,45560,52306,9884,9662
20,1071,2758,5172,6470,42286,47649,14656,18560
20,1071,2847,4953,6613,42394,47671,13267,9678
21,1072,2946,4961,6310,47802,50741,10310,10227
21,1067,2807,5045,6605,42608,47572,9813,9526
21,1378,3149,5085,6546,42423,46956,13181,11997
20,1079,2793,5376,6606,42434,47828,9888,12252
21,1071,2836,4910,6656,48940,50552,11818,9525
22,1071,3017,5031,6435,42872,48034,9780,9829
21,1159,2794,5229,6787,42898,48118,12450,12624
22,1077,2797,5321,6633,46116,50462,10269,9708
21,1081,3168,5050,6700,44576,47634,10814,9828
20,1081,2776,4924,6722,42279,47379,9799,9634
21,1337,3073,5055,6305,42714,51570,13456,13851
21,1071,2733,5025,6491,45736,47826,9423,9699
21,1075,2765,5073,6378,44342,47874,10463,9484
20,1072,3094,4959,6266,42588,48034,9889,13793
21,1072,2823,5444,6548,46241,50873,14810,13314
21,1076,2814,4894,6600,42850,47504,13382,9355
22,1085,3083,5063,6356,45187,47801,9669,14351
21,1120,2885,5053,6473,42701,50596,9967,11561
21,1370,3086,4962,6929,45965,46769,17051,14956
20,1077,2776,5386,6405,43222,46682,9977,9777
20,1066,2732,5152,6263,44864,50099,10144,9389
21,1080,3090,4980,6313,45469,48042,10125,9780
22,1076,2791,5276,6394,42623,47785,14703,12432
21,1075,2838,5263,6608,41862,47194,9625,9424
21,1083,3100,4918,6294,44831,50320,9896,10309
20,1100,2822,5064,6494,45418,48010,9668,9353
21,1371,3163,4978,6344,42495,47502,13449,12009
22,1076,2785,5057,6519,42226,50892,10384,9837
21,1126,2797,5204,6419,48476,47409,10267,9432
22,1072,3112,5190,6585,42932,47496,10018,12954
21,1070,2741,4971,6930,42631,50836,15257,12529
20,1080,2847,4937,6560,42561,47771,13660,11537
21,1067,3082,4902,6404,46943,47770,11939,10143
20,1077,2823,4969,6784,42007,49993,10178,9771
20,1352,3162,5153,6259,42892,47365,13784,14700
21,1075,2802,5098,6398,46279,47595,9685,9325
22,1077,2792,5387,6324,43253,47721,10237,9602
21,1079,3167,5234,6487,42798,49849,10088,9757
22,1149,2804,5034,6570,42126,47924,14577,14049
22,1074,2787,5346,6260,46107,46944,9850,10001
22,1072,3172,5067,6364,42635,50908,10550,9903
21,1070,2793,5214,6840,42549,49439,9621,9363
22,1381,3116,5415,6304,45196,47358,13072,14016
21,1078,2830,5273,6869,42862,49534,9570,9929
22,1069,2774,5499,6333,42061,48042,10686,13188
22,1070,3080,5309,6488,42193,54167,9835,15986
21,1074,2902,5188,6418,46633,47822,19338,13663
20,1068,2768,5579,6272,43313,50575,10618,9603
20,1086,3058,5044,6718,43130,46950,10520,9679
21,1125,2852,5015,6735,46521,53040,13155,9721
21,1360,2940,5343,6310,42413,50483,13865,14473
21,1077,2542,5087,6218,42267,46727,10088,9649
21,1069,2865,5065,6582,43034,47611,9909,9920
21,1076,3089,5119,6420,45528,57565,10186,9917
21,1074,2782,5269,6359,42609,47481,12963,15276
22,1075,2826,5236,6583,42671,47186,10018,9943
21,1077,3098,5056,6678,45625,48087,9720,9928
22,1069,2809,5252,6468,42847,56205,9672,9843
21,1347,3161,4915,6294,42175,47299,12264,13587
21,1077,2814,5059,6840,42604,47259,9828,11820
22,1132,2778,5074,6406,46455,50447,11826,13299
21,1097,3078,17494,6444,42467,53629,10004,9668
21,1079,2797,4063,6860,42532,48032,17424,14767
21,1068,2813,4794,6464,45526,51510,10252,9773
21,1066,3199,4630,6330,43512,47156,9844,10177
20,1078,2789,4097,6532,42382,51196,9778,9522
21,1400,3086,4335,6372,41934,46932,14034,12890
22,1086,2714,4565,6770,45727,49461,9589,9744
21,1075,2777,4586,6686,42639,46945,10085,13096
21,1083,3073,4076,6480,43230,51712,9847,10021
21,1155,2850,4248,6572,46630,51856,13857,10598
20,1080,2794,4406,6249,42592,48628,10118,9975
21,1074,3096,4337,6462,43010,46907,10723,10871
20,1075,2827,4600,6995,42364,61362,10254,10342
21,1353,3059,4277,6227,45248,47240,14812,9817
21,1070,2775,4049,6556,41659,46968,10268,10471
21,1081,2832,4498,6599,42935,50824,10073,14395
21,1079,3052,4470,6299,45580,53555,13161,11422
21,1079,2868,4142,6266,45054,47276,14151,10590
21,1075,2761,4794,6395,42918,49461,9634,10695
21,1072,3101,4108,6784,43330,53143,12828,11911
21,1126,2851,4091,6355,46147,48742,10108,10610
22,1373,3065,4110,6373,44273,46989,13230,10703
21,1084,2748,4397,6253,42762,51155,9546,10529
21,1082,2850,4071,6268,46068,47958,10225,10494
21,1086,3120,4230,6532,42118,53188,9780,10328
21,1074,2780,4418,6591,44866,51200,13130,9910
21,1084,2877,4346,6336,42587,171277,9799,10233
22,1082,3061,4355,6301,46260,47357,11340,10935
21,1073,2774,4303,6411,43206,48072,9596,10013
22,1372,3136,4680,6456,44109,50737,13652,10244
21,1071,2786,4181,6313,45874,47473,10836,10132
21,1133,2761,4206,6258,43103,47842,10027,13147
21,1069,3192,4154,6453,42615,50602,13794,10376
22,1070,2810,4367,6301,44754,47463,13069,10145
21,1072,2838,4348,6550,46913,48797,9675,10506
21,1069,3163,4105,6223,42368,51381,10120,10473
22,1077,2762,4178,6229,42185,47980,9578,9956
21,1344,3093,4181,6567,48183,48608,13010,10144
21,1067,2848,4407,6395,43001,47770,9718,10342
21,1065,2811,4206,6257,42622,50635,10483,10284
21,1074,3074,4284,6322,43006,48198,9866,10321
20,1144,2833,4379,6595,47286,47769,16836,10456
21,1079,2769,4200,6489,42580,49893,9540,10651
20,1066,3045,4150,6490,42671,48343,10217,10956
22,1085,2811,4095,6964,46371,47661,10024,10456
21,1359,3074,4187,6455,44491,51736,13235,10391
21,1121,2834,4264,6426,42297,48084,9403,13611
21,1073,2870,4152,6554,43931,47648,16999,10145
21,1092,3078,4073,6505,46625,47628,10139,13173
21,1096,2895,4798,6761,45179,50267,12277,9421
20,1090,2745,4119,6319,42763,46757,10666,9540
21,1073,3057,4081,6637,45533,46101,10339,9997
21,1141,2877,4027,6522,42212,50227,10913,12404
21,1373,3109,4103,6311,44128,47317,14228,9938
21,1102,2793,4061,7021,42884,47885,10720,9790
21,1067,2863,4304,6510,46857,50677,12980,9616
21,1072,3073,4021,6499,42760,47236,11313,12437
20,1076,2808,4109,6559,44768,47694,16016,9672
21,1081,2841,15423,6345,46317,47741,10864,9686
20,1073,3054,5319,6410,42275,51307,11219,9780
20,1079,2837,5324,6579,42175,46695,12039,13690
22,1363,3163,5169,6493,44525,47590,14787,9800
22,1076,2826,5231,6265,46133,50555,11690,13149
20,1127,2804,5027,6665,42899,47601,14127,10057
20,1080,3153,5175,6239,42202,47572,9832,13664
22,1074,2778,5090,6500,45638,50601,13440,9694
22,1072,2878,5402,6595,42470,47504,9740,10217
21,1084,3126,4931,6265,43040,48508,9549,9778
21,1075,2804,5042,6789,41920,50651,9813,13600
21,1364,3075,5557,6531,45831,48829,14136,9662
20,1074,2848,5080,6236,42869,47210,9716,9910
21,1073,2779,5081,6390,43216,47168,10048,9848
21,1073,2948,5044,6363,46351,51128,9427,14036
22,1139,2894,5107,6444,42294,47862,13695,10208
21,1121,2768,5092,6388,42097,47431,10163,10215
22,1079,3093,5043,6773,45469,50487,13158,10103
21,1082,2695,5151,6351,42025,48396,9887,12161
21,1336,3090,5361,6432,42646,47734,14081,9896
20,1095,2805,5421,6543,42952,51244,13018,13361
20,1070,2855,5106,6336,46180,47595,10372,9852
21,1077,3055,4908,6676,42719,46862,9741,14192
20,1077,2814,4908,6339,44386,47477,12698,9589
20,1097,2861,5112,6247,46345,50129,9751,9704
21,1068,3052,5106,6521,42631,47060,11873,10284
20,1126,2790,4920,6226,42570,48391,10004,13380
21,1376,3147,4919,6655,42392,50957,12667,9910
22,1076,2775,5450,6536,45654,47607,9782,9619
20,1071,2924,5050,6324,42993,47264,9786,9630
21,1070,2965,4957,6479,42395,51250,9602,14214
21,1081,2821,4925,6379,47338,46807,13775,9725
21,1090,2872,5082,6706,42724,46952,9665,9837
20,1071,3077,5082,6251,43354,50565,10003,9793
20,1074,2766,5048,6560,42985,51415,9850,14048
21,1360,3156,5325,6255,47179,47101,12834,13061
21,1075,2775,4961,6890,44378,47849,13084,9716
20,1126,2838,5219,6500,43296,50811,10457,9623
20,1079,3173,4959,6247,45402,48000,9803,12472
21,1071,2787,5395,6736,44028,48071,15765,9737
20,1070,2793,4895,6360,42264,50926,9984,9983
21,1075,3153,5124,6223,42264,47808,10149,9963
22,1073,2833,4934,6638,45988,48375,9829,14295
22,1428,3106,5059,6560,44806,51042,12894,9668
21,1077,2828,5150,6417,42444,47481,10493,10593
22,1069,2674,4978,6496,46982,47840,14388,10259
20,1072,3075,5066,6391,42479,47871,10099,13580
21,1149,2861,4908,6591,43867,50746,14981,9755
20,1073,2804,5044,6450,41510,47108,9435,9861
22,1071,3047,5033,6558,45553,47623,10702,10418
22,1085,2851,5008,6629,42473,50832,9725,13087
20,1361,3080,4964,6241,45298,47889,16935,13077
20,1072,2824,4957,6238,46629,47287,10143,9924
21,1099,2915,5001,6329,42986,51271,13332,9574
21,1078,3116,6707,6932,43086,47265,9970,13693
20,1073,2839,5667,6310,42603,107868,14603,9553
20,1071,2853,5457,6591,46054,47370,10018,9979
21,1074,3039,5211,6331,42443,50782,10019,9960
20,1122,2793,5187,6375,41876,47276,9524,13595
21,1368,3121,5396,6506,45629,47562,12546,9977
21,1065,2808,5276,6591,42054,50144,9654,9587
20,1073,2670,5071,6622,42264,47330,10511,9838
21,1079,3141,4951,6426,42814,47593,9575,12099
21,1069,2798,5430,6378,45734,50729,14246,9453
21,1077,2797,5059,6465,42931,47959,9979,10073
20,1075,3147,16650,6349,43134,46652,9811,10006
21,1068,2787,4178,6421,46076,47812,9701,15392
21,1363,3082,4173,6438,42991,51079,18593,9651
22,1066,2824,4057,6365,42317,47367,9770,10050
21,1126,2762,4114,6660,43383,48164,9916,9857
21,1072,3191,3973,6346,45265,50975,10356,12266
21,1072,2796,4259,6395,42485,47751,14043,9830
21,1089,2794,4306,6377,42451,47845,9747,10163
21,1077,3158,4332,6349,45518,50931,13535,10253
22,1066,2785,4058,6598,42410,46959,10269,13097
21,1353,3061,4476,6358,42780,47967,12852,9581
22,1073,2787,4306,6448,45856,47972,10375,9931
20,1072,2796,4236,6737,50446,51273,10749,9656
22,1072,3077,4052,6292,42037,47612,9667,13490
20,1140,2880,4415,6282,43557,48044,13866,9794
21,1066,2769,3981,6291,44652,50272,10080,9947
20,1070,3068,4123,6525,41654,48050,13061,9762
22,1070,2886,4307,6578,42554,47609,13834,16512
22,1411,3079,4049,6475,44042,51153,13713,9797
21,1074,2802,4488,6356,45340,47370,10071,9893
20,1074,2859,4496,6467,42995,48648,10596,9553
20,1069,3076,4277,6394,43195,50387,10292,13932
20,1078,2822,4416,6438,47897,46829,13851,9783
21,1069,2863,4146,6371,43373,47085,9904,9940
21,1069,3068,4375,6425,43462,48709,9653,10151
20,1125,2815,4157,6402,42872,50897,10103,13940
20,1363,3123,4097,6703,47735,47699,13449,9891
20,1072,2765,4050,6710,42572,47268,10219,10187
21,1069,2819,4148,6473,42575,53902,9763,10176
21,1075,3182,4201,6497,44913,47729,10103,12834
21,1075,2790,17904,6391,44906,47688,15502,9744
20,1084,2790,5263,6436,42855,50597,9596,9969
21,1066,3202,5027,6336,43279,49390,9689,10088
20,1071,2679,5473,6378,46773,47190,13073,15235
20,1371,3049,5617,6429,44588,47250,14246,9714
20,1078,2869,4935,6327,42546,50704,10394,9696
21,1135,2799,5236,6438,45958,49150,16151,9706
21,1068,3081,5253,6715,42742,48231,9698,13441
21,1076,2833,5078,6378,44241,50985,14886,10092
21,1076,2786,4951,6527,43057,47726,9935,9820
20,1075,3055,5112,6665,45573,49463,10013,10056
22,1078,2858,4960,6286,43093,51014,9882,12503
21,1365,3075,5037,6792,44416,47047,14816,9733
22,1076,2842,4982,6511,45993,47501,10614,10252
21,1070,2783,5456,6424,42336,49696,12885,9704
20,1070,3056,5414,6430,41918,49660,9814,12211
20,1143,2748,5007,6215,43798,47976,13206,9910
21,1074,2783,5275,6312,45439,47761,9914,10169
21,1071,3064,5089,6586,42980,51699,13866,13564
21,1115,2875,4903,6564,42622,47908,10085,13830
21,1373,3084,4920,6607,47560,47584,14052,9828
20,1078,2780,5034,6242,42903,50182,9710,9777
20,1079,2876,4970,6283,43119,48646,9792,9786
21,1077,3107,5309,7129,43051,47009,9749,12675
21,1087,2783,5340,6523,48798,47458,14816,9910
22,1070,2857,5429,7038,42225,50756,9391,9907
22,1095,3108,5013,6663,42593,49150,9648,9998
20,1125,2785,4984,6693,45079,47439,9946,12726
20,1366,3154,5197,6217,44120,50046,14398,9686
21,1077,2806,5127,6265,42478,48047,10170,9681
21,1073,2752,5141,6709,42684,48957,10757,10008
21,1072,3122,5231,6637,45786,50570,9735,14099
21,1074,2776,5286,6858,44090,47473,13927,9859
20,1074,2765,5108,6626,43921,46551,13216,10217
22,1072,3182,5050,6552,44876,50327,14708,13335
21,1067,2769,5067,6275,42367,50488,9901,14238
22,1343,3084,5232,6315,44446,48080,14187,9876
20,1072,2855,5263,6768,42529,47276,9578,9848
20,1134,2774,4966,6668,46023,52204,10348,10243
20,1071,3056,4953,6320,41978,47289,10000,12741
21,1073,2844,4958,6290,44527,48330,14092,9675
21,1065,2780,5393,6322,45805,51308,10006,10154
22,1073,3093,5023,6477,43773,49746,12719,10075
20,1065,2911,4951,6387,42855,47965,9848,13224
21,1349,3088,5062,6397,43752,50524,15154,9865
21,1064,2791,5081,6484,45220,47232,10289,10168
20,1083,2702,5282,6280,42522,49825,10255,9769
20,1072,3102,4945,6705,43624,47584,10316,14368
20,1143,2833,5764,6372,46665,51948,13020,10034
20,1078,2862,5022,6728,42617,48070,13206,10033
21,1077,3050,4982,6424,43731,47533,10657,13718
22,1079,2864,5194,6563,43604,51329,10013,13075
20,1362,3062,4993,6490,45380,46777,14125,9688
21,1074,2770,4991,6284,43495,46738,9941,10414
21,1070,2884,5373,6292,42564,50619,10044,9976
21,1086,3045,5159,6317,45724,47913,9721,15118
21,1068,2784,4920,6636,43676,47991,16374,9831
22,1066,2846,5296,6527,42059,47464,9792,10003
22,1066,3039,5048,6499,42626,50984,9586,10152
20,1117,2749,4834,6744,46046,47140,9831,13265
21,1378,3116,5044,6301,42433,47586,13761,10258
21,1085,2761,5034,6501,43348,50847,9380,10212
20,1082,2778,5067,6462,46085,47648,16182,9572
20,1069,3139,4917,6424,42976,47463,9617,12389
21,1067,2808,5776,6548,43123,50379,17080,9515
20,1074,2801,5690,6492,42883,47826,9677,13052
21,1071,3008,5153,6748,45712,48584,10180,10331
21,1073,2785,5078,6649,42745,48257,9585,12592
21,1362,3100,4881,6711,43552,51104,14103,9774
21,1097,2877,5066,6814,46312,50645,9800,9600
21,1135,2796,5126,6291,42843,48317,12389,9557
21,1067,3146,5022,6327,42493,50247,9877,12431
22,1075,2830,5122,6410,42099,48034,14115,9706
20,1128,2785,5064,6459,48584,48653,9941,9942
21,1088,3058,4896,6265,67947,50069,10319,9919
21,1088,2870,5140,6455,66029,47177,9889,13223
21,1344,3084,4980,6722,68994,47466,13872,9751
21,1076,2768,4940,6266,65574,50170,10600,10165
22,1072,2848,4978,6259,66260,47251,10377,9733
21,1073,3050,5135,6434,131143,47810,9552,12090
20,1151,2782,4916,6337,136753,47747,18732,9524
20,1079,2857,5225,6671,133237,50601,10777,15319
22,1078,2962,5084,6303,119300,46992,10611,10369
21,1080,2810,5259,6710,81221,47395,10247,14194
20,1375,3091,5145,6817,76343,49725,17852,9488
22,1071,2802,5011,6670,76720,47151,9647,9698
20,1072,2773,5183,6549,86940,47274,10188,9936
22,1072,3059,4961,6816,240925,50990,9530,13655
21,1072,2776,5070,6333,140143,48446,14562,9773
21,1084,2853,5103,6441,134383,47493,10016,9914
20,1068,3059,4932,6537,140239,47910,15793,10029
21,1148,2832,4964,6541,129745,53549,9744,12901
21,1361,3115,4980,6468,137405,47581,15297,10177
21,1078,2784,5022,6480,132362,47485,9769,9926
22,1070,2747,4928,6294,113607,53296,9825,9913
21,1073,3161,5093,6414,128945,47096,13381,14325
21,1075,2806,5233,6424,126665,47397,14434,13457
20,1076,2800,5189,6316,137086,50522,10018,10085
21,1076,3133,4941,6654,62640,49298,13382,10503
22,1073,2780,5161,6726,52011,47904,9996,12149
21,1366,3032,4990,6381,60636,47628,13220,9736
21,1081,2855,5002,6420,50013,50536,10035,10024
21,1121,2760,5265,6578,44779,49462,10135,10322
22,1083,3080,5041,6502,44526,47780,9741,12740
22,1074,2878,5154,6340,46261,51061,14697,10219
21,1078,2803,4972,6351,44145,47784,10281,10037
22,1074,3054,4924,6448,42632,50917,9790,10062
21,1084,2846,5109,6368,43682,50539,9965,13217
21,1380,3084,4959,6459,46537,47900,15663,9848
22,1078,2811,5070,6617,43350,47389,10426,11887
20,1075,2866,5102,6457,42812,49396,10419,9936
21,1094,3138,5184,6241,45720,50443,13890,12857
20,1168,2768,4985,6377,43866,47831,15525,13230
22,1085,2845,5497,6333,43023,46624,10328,9930
22,1074,3067,5054,6615,43002,52581,10600,10143
21,1079,2770,4966,6496,47438,46970,9931,12736
22,1373,3122,4896,6370,48469,47153,14614,10113
21,1078,2651,4913,6547,43974,49840,9488,10483
21,1074,2782,4962,6555,46747,49570,13694,10312
22,1083,3098,5332,6396,42790,47756,9992,14899
20,1073,2666,4933,6552,45688,48017,15450,9830
21,1073,2791,4954,6423,43320,51161,9569,9687
21,1074,3197,4942,6686,46456,54040,10023,10437
22,1133,2775,5103,6401,42834,47531,10135,15264
20,1360,3107,5043,6616,45464,50628,14069,9606
20,1074,2826,5128,6346,46764,47241,10429,9768
20,1078,2805,4918,6741,43403,54544,16148,10297
21,1077,3174,5091,6272,43251,52566,10277,12177
20,1077,2793,5262,6258,44704,48841,15975,13047
20,1084,2776,5143,6628,48494,46901,9697,9932
21,1075,3084,5467,6476,42335,58766,9558,9865
21,1076,2764,5328,6663,41608,47555,10064,13236
21,1404,3066,5069,6428,48053,48209,16501,9809
22,1072,2846,4893,6262,43389,48847,10099,9650
20,1136,2803,5360,7184,43024,56981,10070,9915
20,1084,3051,5204,6282,42640,48362,9859,12897
20,1074,2886,5159,6609,47539,48258,14722,9865
