noop,vdso,syscall,ioctl
38,39,242,447
38,39,247,458
38,40,245,452
38,39,246,455
38,39,246,448
38,39,243,453
38,38,243,454
38,39,240,449
38,39,245,452
40,38,243,453
38,45,248,454
42,41,241,448
38,39,245,451
38,39,244,452
38,39,246,441
38,38,243,449
38,41,244,447
38,39,247,449
38,39,244,445
38,39,247,450
38,39,246,453
38,40,240,447
38,43,243,448
38,39,238,456
38,43,245,445
38,39,240,441
38,39,246,449
38,39,243,454
38,39,245,455
38,39,243,436
38,39,246,443
38,39,239,444
38,39,246,449
38,39,245,449
38,38,245,453
38,39,245,448
37,44,244,444
38,38,239,446
38,39,246,449
38,39,245,455
38,39,248,456
38,39,244,446
